Nama Dokter,Rumah Sakit,Latitude,Longitude,Alamat,dokterRS
"dr. H. Fajar Ashari, Sp.JP",RS Al Islam Bandung,-6.9390073,107.6691759,"Rancasari, Kota Bandung","dr. H. Fajar Ashari, Sp.JP - RS Al Islam Bandung"
"dr. Fajar Heryanto, Sp.JP","RSUD R. Syamsudin, SH",-6.9151137,106.9351778,"Cikole, Kota Sukabumi","dr. Fajar Heryanto, Sp.JP - RSUD R. Syamsudin, SH"
"dr. Faris Basalamah, Sp.JP, FIHA",RS Mitra Keluarga Bekasi Timur,-6.2603214,107.012952,"Bekasi Timur, Kota Bekasi","dr. Faris Basalamah, Sp.JP, FIHA - RS Mitra Keluarga Bekasi Timur"
"Dr. dr. Fathema Djan Rachmatt, Sp.B, Sp.BTKV(K) MPH",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","Dr. dr. Fathema Djan Rachmatt, Sp.B, Sp.BTKV(K) MPH - RS Pelni"
"dr. Febtusia Puspitasari, Sp.JP, FIHA",RS Premier Bintaro,-6.2761985,106.7237237,"Pondok Aren, Kota Tangerang Selatan","dr. Febtusia Puspitasari, Sp.JP, FIHA - RS Premier Bintaro"
"dr. Felix Fodianto, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Felix Fodianto, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Firizkita Dewi, Sp.JP, FIHA",RS Hermina Ciputat,-6.3069011,106.7595023,"Ciputat Timur, Kota Tangerang Selatan","dr. Firizkita Dewi, Sp.JP, FIHA - RS Hermina Ciputat"
"dr. Friens August Decroly Pardearan Sinaga, Sp.JP",Omni Hospitals Alam Sutera,-5.9994441713550595,113.71551751063463,"Serpong Utara, Kota Tangerang Selatan","dr. Friens August Decroly Pardearan Sinaga, Sp.JP - Omni Hospitals Alam Sutera"
"dr. Frits Reinier Wantian Suling, Sp.JP(K), FIHA, FAsCC",RSU UKI,-6.2508903,106.8727005,"Kramat Jati, Kota Jakarta Timur","dr. Frits Reinier Wantian Suling, Sp.JP(K), FIHA, FAsCC - RSU UKI"
"dr. Galih Rakasiwi Soekarno, Sp.JP",RS Salak Bogor,-6.591646,106.797208,"Bogor Tengah - Kota, Kota Bogor","dr. Galih Rakasiwi Soekarno, Sp.JP - RS Salak Bogor"
"dr. Ganda Siburian, DTM&H, Sp.JP, Ph.D, FIHA",RS Port Medical Center,-6.1098551,106.8900089,"Tanjung Priok, Kota Jakarta Utara","dr. Ganda Siburian, DTM&H, Sp.JP, Ph.D, FIHA - RS Port Medical Center"
"Prof. dr. Ganesja Mulia Harimurti, Sp.JP(K)",Siloam Hospitals Kebon Jeruk,-6.1908254,106.7636252,"Kebon Jeruk, Kota Jakarta Barat","Prof. dr. Ganesja Mulia Harimurti, Sp.JP(K) - Siloam Hospitals Kebon Jeruk"
"dr. Gardjito Hardjosukarso, Sp.JP. FIHA",RS MH Thamrin Salemba,-6.19337,106.85186,"Senen, Kota Jakarta Pusat","dr. Gardjito Hardjosukarso, Sp.JP. FIHA - RS MH Thamrin Salemba"
"dr. Glenn Sherwin Dunda, Sp.JP",RS Premier Jatinegara,-6.2216352,106.868675,"Jatinegara, Kota Jakarta Timur","dr. Glenn Sherwin Dunda, Sp.JP - RS Premier Jatinegara"
"dr. Gustaf David Sinaka Sitorus, Sp.JP",RS PGI Cikini,-6.191987,106.841935,"Menteng, Kota Jakarta Pusat","dr. Gustaf David Sinaka Sitorus, Sp.JP - RS PGI Cikini"
"dr. Hisyam Attamimi, Sp.JP",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","dr. Hisyam Attamimi, Sp.JP - RS Pelni"
"dr. Manoefris Kasim, Sp.JP(K). Sp.KN, FIHA, FACC, FASCC",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","dr. Manoefris Kasim, Sp.JP(K). Sp.KN, FIHA, FACC, FASCC - RS Pusat Jantung Nasional Harapan Kita"
"dr. Hadi Purnomo, Sp.JP",Good Doctors Medical Centre,-6.2182754,106.8350104,"Setia Budi, Kota Jakarta Selatan","dr. Hadi Purnomo, Sp.JP - Good Doctors Medical Centre"
"dr. Haikal, Sp.JP",RS Awal Bros Bekasi Timur,-6.2613502,107.0200566,"Bekasi Timur, Kota Bekasi","dr. Haikal, Sp.JP - RS Awal Bros Bekasi Timur"
"Prof. dr. Hanafi Binarto Trisnohadi, Sp.PD-KKV, Sp.JP",RS Medistra,-6.2397217,106.8338307,"Setia Budi, Kota Jakarta Selatan","Prof. dr. Hanafi Binarto Trisnohadi, Sp.PD-KKV, Sp.JP - RS Medistra"
"Dr. dr. Hananto Andriantoro, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","Dr. dr. Hananto Andriantoro, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"dr. Hardja Priatna, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Hardja Priatna, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Hardjo Prawira, Sp.PD, KKV, FINASIM, FICA",Omni Hospitals Pulomas,-5.9994441713550595,113.71551751063463,"Pulo Gadung, Kota Jakarta Timur","dr. Hardjo Prawira, Sp.PD, KKV, FINASIM, FICA - Omni Hospitals Pulomas"
"Prof. dr. Harmani Kalim, Sp.JP(K)",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","Prof. dr. Harmani Kalim, Sp.JP(K) - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Harry Suryapranata, M.D, Sp.JP, Ph.D",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","Prof. Dr. dr. Harry Suryapranata, M.D, Sp.JP, Ph.D - RS Jantung Diagram Cinere"
"dr. Harvi Puspa Wardani, Sp.JP",RS Al Islam Bandung,-6.9390073,107.6691759,"Rancasari, Kota Bandung","dr. Harvi Puspa Wardani, Sp.JP - RS Al Islam Bandung"
"dr. Hasjim Hasbullah, Sp.JP",Siloam Hospitals Bekasi Sepanjang Jaya,-6.2695159,106.9986949,"Rawalumbu, Kota Bekasi","dr. Hasjim Hasbullah, Sp.JP - Siloam Hospitals Bekasi Sepanjang Jaya"
"dr. Hasril Hadis, Sp.JP(K), FIHA",RS EMC Sentul,-6.5672536,106.8537562,"Babakan Madang, Kabupaten Bogor","dr. Hasril Hadis, Sp.JP(K), FIHA - RS EMC Sentul"
"dr. Hendarmin Syafei, Sp.JP (K)",RS Jantung Jakarta,-6.2002568,106.8553287,"Matraman, Kota Jakarta Timur","dr. Hendarmin Syafei, Sp.JP (K) - RS Jantung Jakarta"
"dr. Hendro Adi Kuncoro, Sp.JP, FIHA",RS Gading Pluit,-6.166357,106.91555,"Kelapa Gading, Kota Jakarta Utara","dr. Hendro Adi Kuncoro, Sp.JP, FIHA - RS Gading Pluit"
"Dr. dr. Hendro Darmawan, M.Sc, Sp.JP, FIHA",RS BMC Mayapada Bogor,-6.6079377,106.8110776,"Bogor Timur - Kota, Kota Bogor","Dr. dr. Hendro Darmawan, M.Sc, Sp.JP, FIHA - RS BMC Mayapada Bogor"
"dr. Hendyono Lim, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Hendyono Lim, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Hengkie Frankie Lasanudin, Sp.JP(K), FIHA",Mayapada Hospital Jakarta Selatan,-6.2981092,106.7857609,"Cilandak, Kota Jakarta Selatan","dr. Hengkie Frankie Lasanudin, Sp.JP(K), FIHA - Mayapada Hospital Jakarta Selatan"
"dr. Hengky Gosal, Sp.PD-KKV, FINASIM",RS Royal Progress,-6.1387877,106.8653491,"Tanjung Priok, Kota Jakarta Utara","dr. Hengky Gosal, Sp.PD-KKV, FINASIM - RS Royal Progress"
"dr. Heny Martini, Sp.JP(K)",RS Permata Cibubur,-6.3760007,106.9119587,"Jati Sampurna, Kota Bekasi","dr. Heny Martini, Sp.JP(K) - RS Permata Cibubur"
"dr. Henry Arriston Parsaoran Pakpahan, Sp.JP, FIHA",RS Awal Bros Bekasi Barat,-6.2312623,106.9598493,"Bekasi Selatan, Kota Bekasi","dr. Henry Arriston Parsaoran Pakpahan, Sp.JP, FIHA - RS Awal Bros Bekasi Barat"
"dr. Herenda Medishita Herman Prasetya, Sp.JP, FIHA",RS Mayapada Tangerang,-6.208927,106.6378228,"Tangerang, Kota Tangerang","dr. Herenda Medishita Herman Prasetya, Sp.JP, FIHA - RS Mayapada Tangerang"
"dr. Heri Hernawan, Sp. JP FIHA",RS EMC Tangerang,-6.1842137,106.6478056,"Tangerang, Kota Tangerang","dr. Heri Hernawan, Sp. JP FIHA - RS EMC Tangerang"
"dr. Hermawan, Sp.JP(K), FIHA",RS Pusat Pertamina (RSPP),-6.2399349,106.7932011,"Kebayoran Baru, Kota Jakarta Selatan","dr. Hermawan, Sp.JP(K), FIHA - RS Pusat Pertamina (RSPP)"
"dr. Himawan Wicaksono, Sp.JP",RS Mitra Keluarga Cikarang,-6.2923947,107.1511711,"Cikarang Utara, Kabupaten Bekasi","dr. Himawan Wicaksono, Sp.JP - RS Mitra Keluarga Cikarang"
"dr. Hisyam Attamimi, Sp.JP",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","dr. Hisyam Attamimi, Sp.JP - RS Pelni"
"dr. I Putu Sukma Parahita Aditya, Sp.JP",RSU BaliMed Negara,-8.3609528,114.6458227,"Jembrana, Kabupaten Jembrana","dr. I Putu Sukma Parahita Aditya, Sp.JP - RSU BaliMed Negara"
"dr. Ian Ramli, Sp.JP",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Ian Ramli, Sp.JP - RS Graha Kedoya"
"dr. Ibrahim Ginting, Sp.JP, FIHA",RS Pusat Pertamina (RSPP),-6.2399349,106.7932011,"Kebayoran Baru, Kota Jakarta Selatan","dr. Ibrahim Ginting, Sp.JP, FIHA - RS Pusat Pertamina (RSPP)"
"dr. Iceu Dimas Kulsum, Sp.PD",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Iceu Dimas Kulsum, Sp.PD - RSUP Dr. Hasan Sadikin"
"Prof. Dr. dr. Idris Idham, Sp.JP(K), FIHA, FESC, FACC, FAsCC",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","Prof. Dr. dr. Idris Idham, Sp.JP(K), FIHA, FESC, FACC, FAsCC - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Idrus Alwi, Sp.PD-KKV, FINASIM, FACC, FESC, FAPSIC (K)",RS Permata Cibubur,-6.3760007,106.9119587,"Jati Sampurna, Kota Bekasi","Prof. Dr. dr. Idrus Alwi, Sp.PD-KKV, FINASIM, FACC, FESC, FAPSIC (K) - RS Permata Cibubur"
"dr. Ignatius Yansen Ng, SpJP, FIHA",RS Mitra Keluarga Kelapa Gading,-6.1520316,106.8973623,"Kelapa Gading, Kota Jakarta Utara","dr. Ignatius Yansen Ng, SpJP, FIHA - RS Mitra Keluarga Kelapa Gading"
"dr. Ika Komar Dhanudibroto, Sp.JP",Mayapada Hospital Jakarta Selatan,-6.2981092,106.7857609,"Cilandak, Kota Jakarta Selatan","dr. Ika Komar Dhanudibroto, Sp.JP - Mayapada Hospital Jakarta Selatan"
"dr. Ika Krisnawati, Sp.JP",RSUD Kota Tangerang,-6.200545,106.635138,"Tangerang, Kota Tangerang","dr. Ika Krisnawati, Sp.JP - RSUD Kota Tangerang"
"dr. Iman Yulianto Suhartono, Sp.JP",RS Mitra Keluarga Cikarang,-6.2923947,107.1511711,"Cikarang Utara, Kabupaten Bekasi","dr. Iman Yulianto Suhartono, Sp.JP - RS Mitra Keluarga Cikarang"
"dr. Indah Sukmawati Prihatiningsih, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Indah Sukmawati Prihatiningsih, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Indra S.M Manullang, Sp.PD-KKV",RS Jantung Jakarta,-6.2002568,106.8553287,"Matraman, Kota Jakarta Timur","dr. Indra S.M Manullang, Sp.PD-KKV - RS Jantung Jakarta"
"dr. Indra Sihar Mangaranap Manullang, Sp.PD-KKV",MRCCC - Siloam Hospital Semanggi,-6.2190942,106.8172186,"Setia Budi, Kota Jakarta Selatan","dr. Indra Sihar Mangaranap Manullang, Sp.PD-KKV - MRCCC - Siloam Hospital Semanggi"
"Dr. dr. Indriwanto Sakidjan Atmosudigdo, Sp.JP(K), FIHA, PhD",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","Dr. dr. Indriwanto Sakidjan Atmosudigdo, Sp.JP(K), FIHA, PhD - RS Jantung Diagram Cinere"
"dr. Indry Putri Festari, Sp.JP",RS Pelabuhan Jakarta,-6.1249921,106.917835,"Koja, Kota Jakarta Utara","dr. Indry Putri Festari, Sp.JP - RS Pelabuhan Jakarta"
"dr. Inez Ariadne Siregar, Sp.JP",RS Kanker Dharmais,-6.1868287,106.7979783,"Palmerah, Kota Jakarta Barat","dr. Inez Ariadne Siregar, Sp.JP - RS Kanker Dharmais"
"dr. Inez Ariadne Siregar, Sp.JP",RS Marinir Cilandak,-6.3048693,106.81051,"Pasar Minggu, Kota Jakarta Selatan","dr. Inez Ariadne Siregar, Sp.JP - RS Marinir Cilandak"
"dr. Hermawan, Sp.JP(K), FIHA",RS Pusat Pertamina (RSPP),-6.2399349,106.7932011,"Kebayoran Baru, Kota Jakarta Selatan","dr. Hermawan, Sp.JP(K), FIHA - RS Pusat Pertamina (RSPP)"
"dr. Himawan Wicaksono, Sp.JP",RS Mitra Keluarga Cikarang,-6.2923947,107.1511711,"Cikarang Utara, Kabupaten Bekasi","dr. Himawan Wicaksono, Sp.JP - RS Mitra Keluarga Cikarang"
"dr. Hisyam Attamimi, Sp.JP",RS Pelni,-6.1931661,106.8032476,"Palmerah, Kota Jakarta Barat","dr. Hisyam Attamimi, Sp.JP - RS Pelni"
"dr. I Putu Sukma Parahita Aditya, Sp.JP",RSU BaliMed Negara,-8.3609528,114.6458227,"Jembrana, Kabupaten Jembrana","dr. I Putu Sukma Parahita Aditya, Sp.JP - RSU BaliMed Negara"
"dr. Ian Ramli, Sp.JP",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Ian Ramli, Sp.JP - RS Graha Kedoya"
"dr. Ibrahim Ginting, Sp.JP, FIHA",RS Pusat Pertamina (RSPP),-6.2399349,106.7932011,"Kebayoran Baru, Kota Jakarta Selatan","dr. Ibrahim Ginting, Sp.JP, FIHA - RS Pusat Pertamina (RSPP)"
"dr. Iceu Dimas Kulsum, Sp.PD",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Iceu Dimas Kulsum, Sp.PD - RSUP Dr. Hasan Sadikin"
"Prof. Dr. dr. Idris Idham, Sp.JP(K), FIHA, FESC, FACC, FAsCC",RS Pusat Jantung Nasional Harapan Kita,-6.18553,106.7973115,"Palmerah, Kota Jakarta Barat","Prof. Dr. dr. Idris Idham, Sp.JP(K), FIHA, FESC, FACC, FAsCC - RS Pusat Jantung Nasional Harapan Kita"
"Prof. Dr. dr. Idrus Alwi, Sp.PD-KKV, FINASIM, FACC, FESC, FAPSIC (K)",RS Permata Cibubur,-6.3760007,106.9119587,"Jati Sampurna, Kota Bekasi","Prof. Dr. dr. Idrus Alwi, Sp.PD-KKV, FINASIM, FACC, FESC, FAPSIC (K) - RS Permata Cibubur"
"dr. Ignatius Yansen Ng, SpJP, FIHA",RS Mitra Keluarga Kelapa Gading,-6.1520316,106.8973623,"Kelapa Gading, Kota Jakarta Utara","dr. Ignatius Yansen Ng, SpJP, FIHA - RS Mitra Keluarga Kelapa Gading"
"dr. Ika Komar Dhanudibroto, Sp.JP",Mayapada Hospital Jakarta Selatan,-6.2981092,106.7857609,"Cilandak, Kota Jakarta Selatan","dr. Ika Komar Dhanudibroto, Sp.JP - Mayapada Hospital Jakarta Selatan"
"dr. Ika Krisnawati, Sp.JP",RSUD Kota Tangerang,-6.200545,106.635138,"Tangerang, Kota Tangerang","dr. Ika Krisnawati, Sp.JP - RSUD Kota Tangerang"
"dr. Iman Yulianto Suhartono, Sp.JP",RS Mitra Keluarga Cikarang,-6.2923947,107.1511711,"Cikarang Utara, Kabupaten Bekasi","dr. Iman Yulianto Suhartono, Sp.JP - RS Mitra Keluarga Cikarang"
"dr. Indah Sukmawati Prihatiningsih, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Indah Sukmawati Prihatiningsih, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Indra S.M Manullang, Sp.PD-KKV",RS Jantung Jakarta,-6.2002568,106.8553287,"Matraman, Kota Jakarta Timur","dr. Indra S.M Manullang, Sp.PD-KKV - RS Jantung Jakarta"
"dr. Indra Sihar Mangaranap Manullang, Sp.PD-KKV",MRCCC - Siloam Hospital Semanggi,-6.2190942,106.8172186,"Setia Budi, Kota Jakarta Selatan","dr. Indra Sihar Mangaranap Manullang, Sp.PD-KKV - MRCCC - Siloam Hospital Semanggi"
"Dr. dr. Indriwanto Sakidjan Atmosudigdo, Sp.JP(K), FIHA, PhD",RS Jantung Diagram Cinere,-6.3216091,106.7831377,"Cinere, Kota Depok","Dr. dr. Indriwanto Sakidjan Atmosudigdo, Sp.JP(K), FIHA, PhD - RS Jantung Diagram Cinere"
"dr. Indry Putri Festari, Sp.JP",RS Pelabuhan Jakarta,-6.1249921,106.917835,"Koja, Kota Jakarta Utara","dr. Indry Putri Festari, Sp.JP - RS Pelabuhan Jakarta"
"dr. Inez Ariadne Siregar, Sp.JP",RS Kanker Dharmais,-6.1868287,106.7979783,"Palmerah, Kota Jakarta Barat","dr. Inez Ariadne Siregar, Sp.JP - RS Kanker Dharmais"
"dr. Inez Ariadne Siregar, Sp.JP",RS Marinir Cilandak,-6.3048693,106.81051,"Pasar Minggu, Kota Jakarta Selatan","dr. Inez Ariadne Siregar, Sp.JP - RS Marinir Cilandak"
"dr. Jusdiono, Sp.JP",RS Haji Jakarta,-6.2898657,106.8891533,"Makasar, Kota Jakarta Timur","dr. Jusdiono, Sp.JP - RS Haji Jakarta"
"dr. Juzny Alkatiri, Sp.JP - FIHA",RS Permata Keluarga Lippo Cikarang,-6.3314612,107.1434928,"Cikarang Selatan, Kabupaten Bekasi","dr. Juzny Alkatiri, Sp.JP - FIHA - RS Permata Keluarga Lippo Cikarang"
"dr. Kabul Priyantoro, SP.JP, FIHA",RS Mekarsari Bekasi,-6.2329304,107.0107961,"Bekasi Timur, Kota Bekasi","dr. Kabul Priyantoro, SP.JP, FIHA - RS Mekarsari Bekasi"
"dr. Karel Dourman Hotman Saragih, Sp.PD, Sp.JP, FIHA",RS Multazam Medika,-6.27131,107.02592,"Tambun Selatan, Kabupaten Bekasi","dr. Karel Dourman Hotman Saragih, Sp.PD, Sp.JP, FIHA - RS Multazam Medika"
"dr. Kornadi, Sp.JP(K)FIHA",RS Sentra Medika Cibinong,-6.480394,106.864693,"Cibinong, Kabupaten Bogor","dr. Kornadi, Sp.JP(K)FIHA - RS Sentra Medika Cibinong"
"dr. Kriswanto, Sp.JP",RS Hermina Galaxy,-6.2688747,106.972146,"Bekasi Selatan, Kota Bekasi","dr. Kriswanto, Sp.JP - RS Hermina Galaxy"
"dr. Kurnia Mebrillianttari, Sp.JP",RS Mitra Keluarga Kalideres,-6.1495096,106.7021832,"Kalideres, Kota Jakarta Barat","dr. Kurnia Mebrillianttari, Sp.JP - RS Mitra Keluarga Kalideres"
"dr. Kurniawan Iskandarsyah Irsan, Sp.JP(K), FIHA",RS Gandaria,-6.2440131,106.790662,"Kebayoran Baru, Kota Jakarta Selatan","dr. Kurniawan Iskandarsyah Irsan, Sp.JP(K), FIHA - RS Gandaria"
"dr. Leonardo Paskah Suciadi, Sp.JP",Siloam Hospitals Kebon Jeruk,-6.1908254,106.7636252,"Kebon Jeruk, Kota Jakarta Barat","dr. Leonardo Paskah Suciadi, Sp.JP - Siloam Hospitals Kebon Jeruk"
"dr. Librantoro, Sp.JP, FIHA",Siloam Hospitals - TB Simatupang,-6.2922669,106.7844429,"Cilandak, Kota Jakarta Selatan","dr. Librantoro, Sp.JP, FIHA - Siloam Hospitals - TB Simatupang"
"dr. Lies Dina Liastuti, Sp.JP,(K), MARS",RSUPN Dr. Cipto Mangunkusumo,-5.9994441713550595,113.71551751063463,"Senen, Kota Jakarta Pusat","dr. Lies Dina Liastuti, Sp.JP,(K), MARS - RSUPN Dr. Cipto Mangunkusumo"
"Dr. dr. Linda Lison, Sp.JP(K)",RS Pantai Indah Kapuk,-6.1117801,106.75295,"Penjaringan, Kota Jakarta Utara","Dr. dr. Linda Lison, Sp.JP(K) - RS Pantai Indah Kapuk"
"dr. Lita Dwi Suryani, Sp.JP",RS Prikasih,-6.3147011,106.7938337,"Cilandak, Kota Jakarta Selatan","dr. Lita Dwi Suryani, Sp.JP - RS Prikasih"
"dr. Luki Siti Lusiyanti, Sp.JP",RS MH Thamrin Salemba,-6.19337,106.85186,"Senen, Kota Jakarta Pusat","dr. Luki Siti Lusiyanti, Sp.JP - RS MH Thamrin Salemba"
"Prof. dr. Lukman Hakim Makmun, Sp.PD-KKV, Sp.JP, K-Ger",MRCCC - Siloam Hospital Semanggi,-6.2190942,106.8172186,"Setia Budi, Kota Jakarta Selatan","Prof. dr. Lukman Hakim Makmun, Sp.PD-KKV, Sp.JP, K-Ger - MRCCC - Siloam Hospital Semanggi"
"dr. Lukman Zulkifli Amin, Sp.PD-KKV",RSUD Kramat Jati,-6.286543,106.862026,"Kramat Jati, Kota Jakarta Timur","dr. Lukman Zulkifli Amin, Sp.PD-KKV - RSUD Kramat Jati"
"dr. Luluk Dwi Yuni, Sp.JP",RS Syarif Hidayatullah,-6.30791,106.7566296,"Ciputat Timur, Kota Tangerang Selatan","dr. Luluk Dwi Yuni, Sp.JP - RS Syarif Hidayatullah"
"dr. Luly Nur El Waliy, Sp.JP",RSUD Koja,-6.1086874,106.9001816,"Koja, Kota Jakarta Utara","dr. Luly Nur El Waliy, Sp.JP - RSUD Koja"
"dr. M. Djamal A. Hasan, Sp.JP",RS Mitra Keluarga Bekasi,-6.2407894,106.9928076,"Bekasi Selatan, Kota Bekasi","dr. M. Djamal A. Hasan, Sp.JP - RS Mitra Keluarga Bekasi"
"dr. Mohammad Rizki Akbar, Sp.JP, M.Kes",RSUP Dr. Hasan Sadikin,-6.8981588,107.5983954,"Sukajadi, Kota Bandung","dr. Mohammad Rizki Akbar, Sp.JP, M.Kes - RSUP Dr. Hasan Sadikin"
"dr. Mailani Karina Akhmad, Sp.JP. FIHA",RS Sentra Medika Cikarang,-6.278397,107.1523927,"Cikarang Utara, Kabupaten Bekasi","dr. Mailani Karina Akhmad, Sp.JP. FIHA - RS Sentra Medika Cikarang"
"dr. Mansur Saibir, Sp.JP",RSIA Hermina Bekasi,-6.2416589,106.9947732,"Bekasi Selatan, Kota Bekasi","dr. Mansur Saibir, Sp.JP - RSIA Hermina Bekasi"
"dr. Mardlatillah, Sp.JP-FIHA",RS Sari Asih Ciputat,-6.3253257,106.7443307,"Ciputat, Kota Tangerang Selatan","dr. Mardlatillah, Sp.JP-FIHA - RS Sari Asih Ciputat"
dr. Marolop Pardede. Sp.BTKV,RSUD Koja,-6.1086874,106.9001816,"Koja, Kota Jakarta Utara",dr. Marolop Pardede. Sp.BTKV - RSUD Koja
"dr. Martua Silalahi, Sp.JP",RSAL Dr. Mintohardjo,-6.21092,106.81201,"Tanah Abang, Kota Jakarta Pusat","dr. Martua Silalahi, Sp.JP - RSAL Dr. Mintohardjo"
"dr. Marulam M. Panggabean, Sp.PD-KKV, Sp.JP",RS PGI Cikini,-6.191987,106.841935,"Menteng, Kota Jakarta Pusat","dr. Marulam M. Panggabean, Sp.PD-KKV, Sp.JP - RS PGI Cikini"
"dr. Maya Munigar Apandi, Sp.JP, FIHA",RS Pusat Pertamina (RSPP),-6.2399349,106.7932011,"Kebayoran Baru, Kota Jakarta Selatan","dr. Maya Munigar Apandi, Sp.JP, FIHA - RS Pusat Pertamina (RSPP)"
"dr. Doro Soendoro, Sp.JP",RS Hermina Galaxy,-6.2688747,106.972146,"Bekasi Selatan, Kota Bekasi","dr. Doro Soendoro, Sp.JP - RS Hermina Galaxy"
"dr. Mei Lestari, Sp.JP(K)",RS Medika Permata Hijau,-6.2181603,106.7779625,"Kebon Jeruk, Kota Jakarta Barat","dr. Mei Lestari, Sp.JP(K) - RS Medika Permata Hijau"
"dr. Mei Lestari Harahap, Sp.JP, FIHA, FICA",Siloam Hospitals - TB Simatupang,-6.2922669,106.7844429,"Cilandak, Kota Jakarta Selatan","dr. Mei Lestari Harahap, Sp.JP, FIHA, FICA - Siloam Hospitals - TB Simatupang"
"dr. Melisa Aziz, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Melisa Aziz, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Mia Amira Callista, Sp.JP",RS St. Carolus,-6.1955107,106.8513711,"Senen, Kota Jakarta Pusat","dr. Mia Amira Callista, Sp.JP - RS St. Carolus"
"dr. Mianella M. Katon, Sp.JP,FIHA",RS Medika BSD,-6.2838699,106.66736,"Serpong, Kota Tangerang Selatan","dr. Mianella M. Katon, Sp.JP,FIHA - RS Medika BSD"
"dr. Michael Tanaka, Sp.JP",Siloam Hospitals Lippo Village,-6.2252322,106.5979611,"Kelapa Dua, Kabupaten Tangerang","dr. Michael Tanaka, Sp.JP - Siloam Hospitals Lippo Village"
"dr. Miftah Pramudyo, Sp.JP",RS Immanuel Bandung,-6.9355593,107.5960894,"Bojongloa Kidul, Kota Bandung","dr. Miftah Pramudyo, Sp.JP - RS Immanuel Bandung"
"dr. Mira Fauziah, Sp.JP",RS Setia Mitra,-6.281247,106.795922,"Cilandak, Kota Jakarta Selatan","dr. Mira Fauziah, Sp.JP - RS Setia Mitra"
"dr. Mochamad Hilal Nurdin, Sp.JP",RS Masmitra Jatimakmur,-6.2821723,106.9301387,"Pondok Gede, Kota Bekasi","dr. Mochamad Hilal Nurdin, Sp.JP - RS Masmitra Jatimakmur"
"dr. Mochamad Taufik Arifin Pohan, Sp.JP(K), FIHA",RS Pondok Indah - Pondok Indah,-6.2835829,106.781621,"Kebayoran Lama, Kota Jakarta Selatan","dr. Mochamad Taufik Arifin Pohan, Sp.JP(K), FIHA - RS Pondok Indah - Pondok Indah"
"dr. Moechtar Hanafy, Sp.JP(K)",RS Graha Kedoya,-6.1681398,106.7651526,"Kebon Jeruk, Kota Jakarta Barat","dr. Moechtar Hanafy, Sp.JP(K) - RS Graha Kedoya"
"dr. Mohammad Toyibi, Sp.JP",RS Medika Permata Hijau,-6.2181603,106.7779625,"Kebon Jeruk, Kota Jakarta Barat","dr. Mohammad Toyibi, Sp.JP - RS Medika Permata Hijau"
"dr. Muhammad  Yulianto Susmoyo Adiputra, Sp.JP",RS Mitra Keluarga Cikarang,-6.2923947,107.1511711,"Cikarang Utara, Kabupaten Bekasi","dr. Muhammad  Yulianto Susmoyo Adiputra, Sp.JP - RS Mitra Keluarga Cikarang"
